region,date,dis,id,catg,target,cons_level_1_sum,cons_level_1_mean,cons_level_1_max,cons_level_1_std,cons_level_2_sum,cons_level_2_mean,cons_level_2_max,cons_level_2_std,cons_level_3_sum,cons_level_3_mean,cons_level_3_max,cons_level_3_std,cons_level_4_sum,cons_level_4_mean,cons_level_4_max,cons_level_4_std,num_invoices
101,6/12/2011,60,100084,11,0,17060,550.3225806451613,1359,345.602410012505,2750,88.70967741935483,400,154.77019384631464,1393,44.935483870967744,800,149.4739521307689,392,12.64516129032258,392,70.40527839449577,31
312,4/2/2016,63,100085,11,0,6493,295.1363636363636,800,331.9227241470443,662,30.09090909090909,400,99.69568414545054,246,11.181818181818182,246,52.44737622348016,0,0.0,0,0.0,22
101,30/6/1994,60,100086,11,0,432,144.0,308,154.97096502248414,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3
304,28/10/1996,62,100088,11,0,3077,512.8333333333334,1199,438.8846849306395,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6
307,10/9/2012,62,100089,11,0,8637,431.85,800,183.74589862948747,4,0.2,4,0.8944271909999159,0,0.0,0,0.0,0,0.0,0,0.0,20
101,28/12/2016,60,10009,11,0,858,143.0,342,133.00075187757398,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6
101,22/2/2011,60,100091,11,1,10327,240.1627906976744,974,218.89276894586644,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,43
302,26/6/1984,62,100092,11,0,6384,168.0,495,106.98370676656104,12165,320.13157894736844,1292,399.1769350329555,0,0.0,0,0.0,0,0.0,0,0.0,38
311,12/11/2012,63,100094,11,0,12686,362.45714285714286,1337,345.4198930591699,714,20.4,400,73.80267809583638,184,5.257142857142857,184,31.10167657400941,0,0.0,0,0.0,35
372,13/9/1988,63,100095,11,0,2770,923.3333333333334,2770,1599.2602456552634,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3
301,7/9/2011,62,100096,11,0,13203,287.0217391304348,1200,304.14817215958954,1066,23.17391304347826,400,81.18601531129362,209,4.543478260869565,209,30.815368836373494,0,0.0,0,0.0,46
313,10/8/2011,63,100098,11,0,5013,501.3,1764,513.8436965113463,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10
101,28/4/2010,60,100099,11,0,793,198.25,600,272.54281009289775,191,47.75,191,95.5,0,0.0,0,0.0,0,0.0,0,0.0,4
309,6/11/2009,62,1001,11,0,6365,374.4117647058824,1353,361.59370480269865,144,8.470588235294118,139,33.65842696684373,0,0.0,0,0.0,0,0.0,0,0.0,17
311,31/12/2003,63,10010,11,0,1456,242.66666666666663,1204,481.51746247323854,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6
101,11/10/2005,60,100101,11,0,20,0.5128205128205128,5,1.3930616579053656,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,39
301,30/8/2013,62,100103,11,0,609,38.0625,77,23.628989962896565,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16
101,15/7/2009,60,100104,11,0,6555,148.97727272727272,864,196.70808127502195,1134,25.772727272727273,372,70.36676793485906,0,0.0,0,0.0,0,0.0,0,0.0,44
305,22/4/1992,62,100107,11,0,4823,166.31034482758622,420,150.69247384948207,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,29
307,22/8/2003,62,100108,11,0,17478,485.5,1407,230.12735604443031,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,36
312,27/12/1990,63,100109,11,1,9084,394.9565217391304,986,173.1038779726496,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,23
101,19/3/1987,60,10011,11,0,14504,853.1764705882352,1930,529.5387421254131,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17
301,5/4/2002,62,100110,11,0,16118,460.51428571428573,1098,216.66922084251888,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,35
104,9/3/2011,69,100111,11,0,19969,464.3953488372093,1250,343.3248593176303,668,15.534883720930232,435,74.50418615187219,0,0.0,0,0.0,0,0.0,0,0.0,43
101,14/11/2006,60,100112,11,0,1287,37.85294117647059,1200,205.68969455379337,3359,98.79411764705884,3359,576.0637474936871,0,0.0,0,0.0,0,0.0,0,0.0,34
301,12/10/2001,62,100113,12,0,22220,793.5714285714286,2400,380.90831292732753,2224,79.42857142857143,479,150.55069985726809,1173,41.892857142857146,800,164.42815368685413,173,6.178571428571429,173,32.69392691529816,28
104,7/6/2012,69,100114,11,0,8564,251.8823529411765,811,219.20196370303256,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,34
101,27/12/1990,63,100115,11,0,2196,99.8181818181818,251,68.2569629196391,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,22
310,27/8/2010,62,100116,11,0,12766,555.0434782608696,2058,489.6427712917459,2848,123.82608695652172,400,173.57017238881514,2625,114.1304347826087,800,275.60121129629346,638,27.73913043478261,329,82.82633386204938,23
105,17/11/2012,69,100117,11,0,9131,608.7333333333333,1112,207.11676026085476,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15
101,8/7/1998,60,100119,11,0,8536,224.6315789473684,1390,320.10457928389684,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,38
101,24/2/2003,63,10012,11,0,4660,110.95238095238096,258,71.45797072096754,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,42
311,19/11/2018,63,100120,11,0,999,249.75,481,171.93094544031334,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4
302,23/8/2011,62,100122,11,0,20254,460.3181818181818,1200,441.38786259154085,3940,89.54545454545455,858,217.4269676418454,190,4.318181818181818,190,28.643577734887543,0,0.0,0,0.0,44
107,17/1/2008,69,100123,11,0,11089,504.04545454545456,3600,792.6141484427893,2882,131.0,1633,428.1270394459591,0,0.0,0,0.0,0,0.0,0,0.0,22
309,30/3/2015,62,100124,11,0,4340,394.54545454545456,1135,262.0718846562384,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11
301,5/11/2014,62,100126,11,0,5143,514.3,1200,343.64194867461816,379,37.9,284,91.47974882149845,0,0.0,0,0.0,0,0.0,0,0.0,10
101,14/9/2006,60,100127,11,0,5614,160.4,544,132.63222037782882,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,35
101,7/4/1981,60,100129,11,0,700,175.0,200,50.00000000000001,708,177.0,332,146.7128715098531,0,0.0,0,0.0,0,0.0,0,0.0,4
307,20/5/2011,62,100130,11,0,3570,178.5,778,214.11445537375565,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20
303,24/5/1999,62,100131,11,0,24878,777.4375,1916,384.03737532323765,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,32
106,31/12/1990,69,100132,11,1,77292,1545.84,5491,1464.590091849203,17553,351.06,2474,594.8590438421662,2135,42.7,627,126.6655970237687,0,0.0,0,0.0,50
104,5/12/2007,69,100133,12,0,4790,184.23076923076923,720,233.08201263800825,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,26
103,12/9/2012,69,100134,11,0,3077,384.625,1200,445.45127599515786,376,47.0,342,119.790292952786,0,0.0,0,0.0,0,0.0,0,0.0,8
101,23/7/2012,60,100135,11,0,10589,529.45,1600,443.4601358693509,2250,112.5,800,209.81307470171984,515,25.75,309,74.86118732975754,0,0.0,0,0.0,20
103,18/2/2009,69,100136,11,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,44
313,4/2/2013,63,100137,11,0,5702,300.10526315789474,421,85.08942664230257,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,19
306,9/9/2017,63,100140,11,0,2377,475.4,922,290.84669501302574,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5
306,26/11/2013,63,100141,11,0,6896,530.4615384615385,800,290.32528176300667,86,6.615384615384615,86,23.85210843768485,0,0.0,0,0.0,0,0.0,0,0.0,13
107,15/5/2013,69,100142,11,0,169,14.083333333333334,122,35.13728486776956,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12
101,14/8/2010,60,100146,11,0,533,48.45454545454545,108,31.59228904768895,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11
104,5/1/2008,69,100147,11,0,16934,583.9310344827586,2251,495.86734480637085,1403,48.37931034482759,400,126.52058381180042,395,13.620689655172416,342,63.91758856589333,0,0.0,0,0.0,29
104,28/8/2010,69,100148,11,0,10957,498.04545454545456,629,123.8583973632898,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,22
107,11/3/2014,69,100150,11,0,10642,483.72727272727275,2400,526.9579527653833,1007,45.77272727272727,400,121.83983702979042,281,12.772727272727272,281,59.90940129592653,0,0.0,0,0.0,22
101,5/9/2006,60,100152,11,0,7900,263.3333333333333,800,145.87508433548567,21,0.7,21,3.834057902536163,0,0.0,0,0.0,0,0.0,0,0.0,30
101,27/2/1989,60,100153,11,0,3693,263.7857142857143,1061,270.92354259839794,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14
101,12/3/2015,60,100154,11,0,8438,401.8095238095238,1600,386.7858088202848,730,34.76190476190476,376,100.4952261363219,0,0.0,0,0.0,0,0.0,0,0.0,21
305,14/12/1998,62,100155,11,0,2796,699.0,2219,1049.0208132666703,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4
101,3/12/1986,60,100156,12,0,2336,54.325581395348834,186,41.56333144115453,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,43
101,11/7/2011,60,100157,11,0,17326,753.304347826087,1200,376.3603730931069,21131,918.7391304347826,4658,1257.2213668313912,11200,486.9565217391304,800,399.20870347827633,35808,1556.8695652173913,4988,1539.716984157916,23
101,12/7/2010,60,100158,11,0,26188,557.1914893617021,1200,477.43802868052137,17541,373.2127659574468,1823,463.0867106413421,5710,121.48936170212764,800,248.6123988950799,2209,47.0,1367,228.87579696154543,47
107,5/9/2011,69,10016,11,0,487,97.4,360,156.55925395836556,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5
101,23/3/2000,60,100160,11,0,39812,1137.4857142857145,2400,387.69396446686346,23961,684.6,2552,727.325083075366,7467,213.34285714285716,1600,385.81357452235176,4772,136.34285714285716,1975,413.55111661126017,35
311,8/3/2014,63,100161,11,0,128,8.0,128,32.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16
101,26/3/2009,60,100163,11,0,1628,407.0,1026,500.0279992160439,282,70.5,282,141.0,0,0.0,0,0.0,0,0.0,0,0.0,4
101,13/10/1980,60,100166,11,0,556,185.33333333333337,507,279.6468010425532,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3
305,1/6/2018,62,100168,11,0,2461,615.25,800,237.8113748330807,400,100.0,400,199.99999999999997,114,28.5,114,57.0,0,0.0,0,0.0,4
302,28/12/1986,62,100169,11,0,4488,128.22857142857143,396,115.90743916497124,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,35
101,23/1/2002,60,10017,11,0,26918,690.2051282051282,1200,425.2357352096895,26161,670.7948717948718,2842,873.716146230305,6012,154.15384615384616,800,269.5774996917973,790,20.256410256410255,790,126.50124150601884,39
372,22/1/1980,63,100171,11,0,18580,464.5,800,295.3481214101637,18500,462.5,1287,278.6560235975162,269,6.725,193,31.17772668148916,0,0.0,0,0.0,40
312,19/1/2018,63,100172,11,0,2849,569.8,800,166.5869142519904,152,30.4,152,67.97646651599361,0,0.0,0,0.0,0,0.0,0,0.0,5
301,21/4/1981,62,100174,11,0,177,59.0,75,16.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3
304,23/10/1996,62,100175,11,0,11927,298.175,760,214.34621975457583,1887,47.175,443,102.01756698901896,0,0.0,0,0.0,0,0.0,0,0.0,40
301,25/2/1983,62,100178,11,0,15619,780.95,2400,705.6287584394801,3413,170.65,1703,405.5559244971486,0,0.0,0,0.0,0,0.0,0,0.0,20
104,1/9/2016,69,100179,11,0,5430,905.0,2000,582.8807768317635,2600,433.3333333333333,1000,320.4163957519444,4712,785.3333333333334,1512,478.6759516276817,3654,609.0,1390,537.524697107026,6
301,16/1/2018,62,100180,11,0,679,169.75,632,308.3508553579834,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4
303,10/4/1998,62,100181,11,0,2275,91.0,603,141.34797487053007,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,25
105,25/3/2016,69,100183,11,0,618,154.5,367,170.0284289954673,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4
303,23/3/2000,62,100184,11,0,6448,339.36842105263156,1135,364.6106310582588,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,19
107,9/10/2010,69,100185,11,0,19861,397.22,1600,361.1644031773466,3203,64.06,662,163.93557843723562,1003,20.06,465,83.91672499981082,0,0.0,0,0.0,50
308,6/7/2007,63,100186,11,0,19114,530.9444444444445,1200,326.43003577178405,2413,67.02777777777777,400,145.4051455389607,968,26.88888888888889,548,99.48776745417436,0,0.0,0,0.0,36
306,6/9/1988,63,100188,11,0,5830,201.0344827586207,800,175.51586878981723,400,13.79310344827586,400,74.27813527082074,800,27.58620689655172,800,148.55627054164148,1621,55.89655172413793,1621,301.01214318500104,29
104,10/7/2008,69,100189,11,0,8429,280.96666666666664,1600,371.59437315562184,572,19.066666666666663,330,73.47480606600321,0,0.0,0,0.0,0,0.0,0,0.0,30
101,20/4/1984,60,10019,11,0,22852,571.3,2030,296.66766349587635,312,7.8,312,49.33153149862672,0,0.0,0,0.0,0,0.0,0,0.0,40
105,22/2/2001,69,100190,11,0,10736,447.3333333333333,1194,324.65281344131654,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,24
103,6/8/2009,69,100191,11,0,19259,427.97777777777776,2196,508.3041094431243,521,11.577777777777778,287,52.56056631461586,0,0.0,0,0.0,0,0.0,0,0.0,45
101,21/3/1984,60,100192,11,0,27374,720.3684210526316,1200,399.5147340957549,5815,153.02631578947367,774,243.5245130945787,0,0.0,0,0.0,0,0.0,0,0.0,38
311,8/11/2018,63,100193,11,0,488,122.0,221,80.9814793641114,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4
303,18/11/1981,62,100194,11,0,15090,471.5625,1080,333.31753121146096,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,32
104,25/12/2009,69,100195,11,0,1350,450.0,895,447.52094923031257,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3
107,11/6/1997,69,100196,11,0,1785,595.0,706,116.32282665066217,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3
307,18/6/2016,62,100198,11,0,805,89.44444444444444,612,199.7924617641461,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9
101,23/1/1989,60,100199,11,0,580,145.0,300,167.6305461424021,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4
104,10/3/2013,69,1002,11,0,7407,493.8,800,336.46613075145785,747,49.8,287,105.83018742980931,0,0.0,0,0.0,0,0.0,0,0.0,15
104,27/11/2010,69,100200,11,0,1506,376.5,831,386.3180900070131,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4
107,11/8/1986,69,100201,11,0,17531,649.2962962962963,1476,394.7824926769379,787,29.14814814814815,400,105.03285335979542,144,5.333333333333333,144,27.71281292110204,0,0.0,0,0.0,27
