id,cons_level_1_sum,cons_level_1_mean,cons_level_1_max,cons_level_1_std,cons_level_2_sum,cons_level_2_mean,cons_level_2_max,cons_level_2_std,cons_level_3_sum,cons_level_3_mean,cons_level_3_max,cons_level_3_std,cons_level_4_sum,cons_level_4_mean,cons_level_4_max,cons_level_4_std,num_invoices
1070,11001,297.3243243243243,300,16.275499743230373,59842,1617.3513513513512,2566,467.06537825829867,0,0.0,0,0.0,0,0.0,0,0.0,37
1071,8464,352.6666666666667,1600,396.6525877418661,50,2.0833333333333335,50,10.206207261596576,0,0.0,0,0.0,0,0.0,0,0.0,24
1073,1408,352.0,626,288.71670082164167,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4
1074,36358,956.7894736842105,2400,423.3386707548369,38514,1013.5263157894736,9451,1811.1688287721245,7362,193.73684210526315,1200,337.4504315319652,3513,92.44736842105263,2445,409.87339491329817,38
1075,37946,925.5121951219512,1600,376.6574784835169,7582,184.9268292682927,800,197.0187034578066,1280,31.21951219512195,432,86.31787537790824,0,0.0,0,0.0,41
1078,358,51.142857142857146,347,130.48937194452347,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7
1079,14353,377.7105263157895,1091,311.7208477359655,379,9.973684210526315,154,35.04012128365507,0,0.0,0,0.0,0,0.0,0,0.0,38
1080,15677,522.5666666666667,1520,277.60511315639474,217,7.233333333333333,109,27.527645456301126,0,0.0,0,0.0,0,0.0,0,0.0,30
1082,3392,565.3333333333334,800,232.5163793513624,280,46.666666666666664,248,99.45987465639934,0,0.0,0,0.0,0,0.0,0,0.0,6
1083,7342,152.95833333333334,723,194.3441735720895,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,48
1084,2093,58.138888888888886,162,43.53727649318965,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,36
1085,1224,306.0,342,26.91963347942662,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4
1086,13242,441.4,957,246.15380669760955,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,30
1088,18236,414.45454545454544,970,260.83109161093387,518,11.772727272727273,400,62.473385453834844,62,1.4090909090909092,62,9.346851681910673,0,0.0,0,0.0,44
1089,4243,424.3,803,253.80703518837123,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10
1090,15109,472.15625,1600,325.21041420604064,1292,40.375,800,152.54290776590503,17,0.53125,17,3.0052038200428264,0,0.0,0,0.0,32
1091,8494,1061.75,1200,277.8286985073459,10200,1275.0,5368,1864.5435289712523,0,0.0,0,0.0,0,0.0,0,0.0,8
1092,7357,459.8125,1332,384.0790229019717,103,6.4375,52,17.591546265180895,0,0.0,0,0.0,0,0.0,0,0.0,16
1093,3614,1204.6666666666667,1901,681.5176691277588,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3
1094,571,142.75,427,196.14514183804468,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4
1095,4110,228.33333333333334,491,175.94517862775592,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18
1096,11026,275.65,575,102.30887120971049,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,40
1097,1446,482.0,533,44.23799272118933,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3
1098,2251,225.1,581,226.43785019293924,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10
1099,1743,435.75,1131,545.9526078333173,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4
1103,224,8.96,122,26.158937287282907,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,25
1104,3942,328.5,947,233.4907045064302,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12
1105,2903,483.8333333333333,800,304.9579752468636,800,133.33333333333334,400,206.55911179772892,1600,266.6666666666667,800,413.11822359545783,1666,277.6666666666667,1457,583.7700460512399,6
1106,12305,1025.4166666666667,1200,209.87505301676015,212,17.666666666666668,188,54.08298897961999,0,0.0,0,0.0,0,0.0,0,0.0,12
1107,6367,424.46666666666664,1003,383.82359539370736,467,31.133333333333333,467,120.57888151192424,0,0.0,0,0.0,0,0.0,0,0.0,15
1109,2696,99.85185185185185,400,104.28795332145131,1475,54.629629629629626,450,105.06816400946144,0,0.0,0,0.0,0,0.0,0,0.0,27
1110,50,12.5,40,18.43004792903878,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4
1111,1624,232.0,800,300.0688809812396,400,57.142857142857146,400,151.1857892036909,800,114.28571428571429,800,302.3715784073818,197,28.142857142857142,197,74.45900118281777,7
1113,835,59.642857142857146,430,122.986933103829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14
1115,2160,540.0,800,173.9578493007238,140,35.0,140,70.0,0,0.0,0,0.0,0,0.0,0,0.0,4
1116,8987,1123.375,3315,1206.3412141678655,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8
1117,13485,345.7692307692308,859,191.66740127770973,400,10.256410256410257,400,64.05126152203484,255,6.538461538461538,255,40.83267922029722,0,0.0,0,0.0,39
1118,20738,609.9411764705883,2400,433.2835827741507,226,6.647058823529412,143,27.98038528655947,0,0.0,0,0.0,0,0.0,0,0.0,34
1120,5492,549.2,904,189.16001456732636,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10
1123,10087,280.19444444444446,1092,281.7931175722912,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,36
1124,14567,455.21875,800,238.3763268143124,85,2.65625,42,9.379488172981336,0,0.0,0,0.0,0,0.0,0,0.0,32
1126,3600,200.0,200,0.0,12950,719.4444444444445,952,154.14478382055273,0,0.0,0,0.0,0,0.0,0,0.0,18
1127,18244,456.1,5251,843.5078100652216,31,0.775,31,4.9015303732609885,0,0.0,0,0.0,0,0.0,0,0.0,40
1128,10059,279.4166666666667,638,137.9688111753626,2072,57.55555555555556,763,132.67284024879598,0,0.0,0,0.0,0,0.0,0,0.0,36
1130,882,294.0,482,257.8914500327609,200,66.66666666666667,200,115.47005383792515,111,37.0,111,64.08587988004847,0,0.0,0,0.0,3
1131,8718,217.95,974,170.6476276439635,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,40
1132,7119,296.625,945,299.11141046366856,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,24
1134,21143,491.69767441860466,1026,326.2335954557512,2883,67.04651162790698,400,143.101022173377,760,17.674418604651162,320,61.56170769090635,0,0.0,0,0.0,43
1135,8363,696.9166666666666,884,126.98636887000066,740,61.666666666666664,301,114.12459963752005,0,0.0,0,0.0,0,0.0,0,0.0,12
1136,5200,650.0,800,297.60952365713797,2600,325.0,400,148.80476182856899,4964,620.5,800,335.2470304545164,4347,543.375,1369,492.2638483867888,8
1137,3200,800.0,800,0.0,1575,393.75,400,12.499999999999995,545,136.25,272,133.83665417216616,0,0.0,0,0.0,4
1139,17258,639.1851851851852,1262,290.3091239771624,212,7.851851851851852,212,40.79941902273355,0,0.0,0,0.0,0,0.0,0,0.0,27
1141,7949,1987.25,5707,2659.9500465234305,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4
1144,3045,380.625,635,168.07900990733071,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8
1146,20966,616.6470588235294,3200,758.1871473756547,1822,53.588235294117645,1022,219.28577143619512,257,7.5588235294117645,257,44.075136381624766,0,0.0,0,0.0,34
1148,179,59.666666666666664,73,11.547005383792515,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3
1149,2709,541.8,696,224.48763885791126,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5
1150,11047,690.4375,2375,607.193540671616,260,16.25,169,46.6311769813573,0,0.0,0,0.0,0,0.0,0,0.0,16
1151,1356,193.71428571428572,510,142.31972724083178,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7
1152,29200,1081.4814814814815,2400,347.5596650903566,17049,631.4444444444445,1528,359.89670882857627,5583,206.77777777777777,800,257.6760538310627,519,19.22222222222222,519,99.88159656980525,27
1153,14796,493.2,1200,314.2903774844377,1646,54.86666666666667,445,142.4571885680489,350,11.666666666666666,350,63.900965042269384,0,0.0,0,0.0,30
1154,46270,1028.2222222222222,2400,785.4370204741517,7580,168.44444444444446,1200,297.9720514315788,722,16.044444444444444,398,68.89219363203891,0,0.0,0,0.0,45
1155,3089,441.2857142857143,800,353.23680172829967,695,99.28571428571429,400,164.61744974912216,800,114.28571428571429,800,302.3715784073818,232,33.142857142857146,232,87.68775773814072,7
1157,17164,746.2608695652174,1433,249.13508883759945,422,18.347826086956523,422,87.99308273208554,0,0.0,0,0.0,0,0.0,0,0.0,23
1158,3878,1292.6666666666667,2089,1056.6032052446808,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3
1159,17462,406.09302325581393,800,191.67865146217144,546,12.69767441860465,366,56.63733199414749,0,0.0,0,0.0,0,0.0,0,0.0,43
1160,7280,728.0,800,152.95605759679987,3258,325.8,400,138.62323037644163,2868,286.8,787,285.79199895495094,0,0.0,0,0.0,10
1165,6248,173.55555555555554,414,86.64952211374096,20692,574.7777777777778,1332,462.785733272575,0,0.0,0,0.0,0,0.0,0,0.0,36
1167,16372,363.8222222222222,1200,404.0738168886342,909,20.2,602,97.13477048083058,0,0.0,0,0.0,0,0.0,0,0.0,45
1168,12568,251.36,701,214.48360005808735,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,50
1169,1850,462.5,571,81.11925377697537,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4
1172,4393,162.7037037037037,691,178.87314258882228,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,27
1174,948,24.307692307692307,233,51.48436341369446,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,39
1176,4014,308.7692307692308,474,122.58884794721598,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13
1177,21814,908.9166666666666,1200,194.4767599095777,24208,1008.6666666666666,4956,1370.2440806585191,12137,505.7083333333333,800,376.2741229206576,31569,1315.375,6277,1905.7544166914922,24
1178,20704,766.8148148148148,1343,330.3243204718004,11761,435.5925925925926,4420,959.9115848411512,2723,100.85185185185185,800,253.19294918237654,559,20.703703703703702,461,89.98966385724307,27
1180,11139,348.09375,800,282.5373922584293,400,12.5,400,70.71067811865474,159,4.96875,159,28.107494552165267,0,0.0,0,0.0,32
1184,1606,535.3333333333334,798,249.70849671834023,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3
1185,20357,969.3809523809524,3600,665.2372867023072,2716,129.33333333333334,737,215.98387285474195,279,13.285714285714286,228,50.43723114638913,0,0.0,0,0.0,21
1186,10075,335.8333333333333,1200,366.6527139456057,4213,140.43333333333334,3154,578.9274079521205,1638,54.6,800,202.74063607782574,1130,37.666666666666664,1072,195.64082736824983,30
1189,22025,688.28125,3167,837.1008045967055,478,14.9375,329,62.626871229528945,0,0.0,0,0.0,0,0.0,0,0.0,32
1190,1309,218.16666666666666,306,69.92114606230841,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6
1191,15465,498.8709677419355,1186,235.53368364000988,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,31
1193,42200,981.3953488372093,1200,298.6125168440647,52464,1220.093023255814,3822,1068.1489956251085,8789,204.3953488372093,800,317.313810388968,845,19.651162790697676,181,48.483617125459055,43
1195,3770,198.42105263157896,765,179.7598137606814,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,19
1196,21519,581.5945945945946,2400,564.6013568812887,4572,123.56756756756756,800,192.69860469721166,1477,39.91891891891892,525,122.08452863541775,0,0.0,0,0.0,37
1197,4486,299.06666666666666,852,235.83331482416216,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15
1198,18704,644.9655172413793,1600,328.1811871902711,3287,113.34482758620689,400,154.8331534869687,1300,44.827586206896555,800,159.81843916625186,298,10.275862068965518,298,55.33721077676146,29
1199,2877,99.20689655172414,200,27.960915719657205,6,0.20689655172413793,6,1.1141720290623114,0,0.0,0,0.0,0,0.0,0,0.0,29
1200,3953,232.52941176470588,800,318.5971432795378,436,25.647058823529413,229,72.50339748631662,0,0.0,0,0.0,0,0.0,0,0.0,17
1201,3094,618.8,800,251.83963151180157,1200,240.0,400,219.08902300206645,1584,316.8,800,399.28586250955595,820,164.0,820,366.71514830996557,5
1203,4635,515.0,1135,245.52036575404495,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9
1204,14860,619.1666666666666,4542,840.8126848558439,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,24
1207,22308,796.7142857142857,2400,564.8778207550305,7927,283.10714285714283,3927,755.6488180652348,6244,223.0,1600,408.2091874771325,2742,97.92857142857143,1606,323.91184541150017,28
1209,4549,284.3125,522,97.21366073414441,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16
1213,7790,311.6,927,255.42187324763972,420,16.8,400,79.89993742175274,62,2.48,62,12.4,0,0.0,0,0.0,25
1215,67,13.4,21,7.162401831787993,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5
1216,21858,1561.2857142857142,5949,1683.9454782226096,1600,114.28571428571429,400,129.2412345317728,3200,228.57142857142858,800,258.4824690635456,35111,2507.9285714285716,6999,2806.452166657444,14
1217,2927,108.4074074074074,592,150.84308180236616,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,27
1218,2000,250.0,600,141.4213562373095,3863,482.875,728,176.34012386780918,0,0.0,0,0.0,0,0.0,0,0.0,8
1219,2285,571.25,800,366.3071343376575,228,57.0,228,114.0,0,0.0,0,0.0,0,0.0,0,0.0,4
1222,1235,247.0,1200,532.9587226042933,783,156.6,783,350.1682452764671,0,0.0,0,0.0,0,0.0,0,0.0,5
1224,4292,429.2,1200,383.2851563928756,1800,180.0,600,220.1009869229224,2585,258.5,1200,382.73932237083886,6435,643.5,6213,1958.1661063352108,10
1228,17724,479.02702702702703,1185,181.98191095797384,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,37
1231,4832,219.63636363636363,777,260.7787870160757,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,22
1233,6298,524.8333333333334,1174,350.9563125708574,172,14.333333333333334,172,49.65212315030782,0,0.0,0,0.0,0,0.0,0,0.0,12
1234,10486,338.258064516129,1622,390.6180545188983,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,31
1235,368,61.333333333333336,113,34.91513520905607,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6
1238,952,190.4,404,121.24891752094119,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5
1241,13901,386.1388888888889,1645,387.42956246654165,18082,502.27777777777777,1178,350.28189554872284,0,0.0,0,0.0,0,0.0,0,0.0,36
1242,42000,1076.923076923077,1600,208.3286099329595,150205,3851.4102564102564,10957,3176.7884786033164,12000,307.6923076923077,1600,434.91355183628184,124576,3194.25641025641,17632,5166.320413672978,39
1243,13116,273.25,1951,336.0246634818419,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,48
1244,14615,417.57142857142856,1423,254.08454888716332,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,35
1245,2500,357.14285714285717,623,179.20791330316916,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7
1247,30742,809.0,2400,408.93883769210885,11195,294.60526315789474,1773,399.0306863139715,5437,143.07894736842104,800,261.6954472519068,1595,41.973684210526315,1083,179.81183661277623,38
1248,16642,462.27777777777777,1222,209.85322913354892,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,36
1249,18049,582.2258064516129,1351,334.6572086655657,1172,37.806451612903224,400,100.94368705862317,202,6.516129032258065,202,36.28027100940853,0,0.0,0,0.0,31
1251,17571,488.0833333333333,2400,487.40029749683157,2201,61.138888888888886,499,141.69426901966034,881,24.47222222222222,509,103.63465667184923,0,0.0,0,0.0,36
1253,14673,293.46,924,205.4678295490363,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,50
1254,37128,952.0,2400,373.85530553100926,5844,149.84615384615384,1200,237.47670672050725,1156,29.641025641025642,390,77.57084611722003,0,0.0,0,0.0,39
1255,12463,276.9555555555556,664,147.97818567053537,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,45
1257,12915,416.61290322580646,1387,299.64241771588956,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,31
1259,1358,452.6666666666667,621,222.810083553984,100,33.333333333333336,100,57.735026918962575,200,66.66666666666667,200,115.47005383792515,699,233.0,699,403.5678381635484,3
1260,5565,428.0769230769231,740,288.534937670311,100,7.6923076923076925,100,27.73500981126146,200,15.384615384615385,200,55.47001962252292,681,52.38461538461539,681,188.8754168146905,13
1261,14788,389.1578947368421,1200,319.93280766822755,173,4.552631578947368,173,28.06430585562192,0,0.0,0,0.0,0,0.0,0,0.0,38
1262,14717,377.35897435897436,3056,548.3683206702497,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,39
1263,5765,443.46153846153845,941,164.8785489305261,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13
1264,1101,367.0,396,34.39476704383968,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3
1265,3120,520.0,910,273.45712643849674,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6
1266,2554,255.4,633,248.47633466567572,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10
